"year","sim","spp1","spp10","spp11","spp12","spp13","spp14","spp15","spp16","spp17","spp18","spp19","spp2","spp20","spp3","spp4","spp5","spp6","spp7","spp8","spp9"
90,1,1197.74968669247,1596.69873458474,963.755116282536,1800.07984678452,992.58110698155,1042.96352624544,616.620270746037,732.497394827662,1473.05148108382,633.234615544501,662.813533786897,709.292523625201,1097.18931263528,1042.87654049897,849.795605434015,1151.84004305027,961.392869309721,750.855875433,593.650777925183,1097.78572315637
91,1,849.37076046738,1689.35592042599,1082.67079886568,1326.00747997422,758.362498491755,998.641914685846,784.392527082709,864.285089003452,993.531848629494,805.993091349555,754.72836817748,724.636424771807,1366.3937004332,892.628292384818,1538.76945244435,961.363676308349,787.472034177059,1101.20615436555,1093.52802247696,969.718108804234
92,1,976.506637992269,1568.07207692172,1111.90116188749,1275.99245316765,963.560650872204,1151.07057161513,837.254263981614,788.811669367956,958.711548547955,787.159734287809,968.912342075824,898.528017960902,1454.06474248134,1169.0345015079,1237.8709365818,935.346441530813,923.151567179055,1129.89389875997,907.035906956895,1079.47930627858
93,1,833.576344131104,1669.26351061042,1219.14503979882,1271.42100605664,1620.73816546658,794.156564091262,727.628646618055,769.722841492962,570.407152805358,800.498928227062,973.018436313637,935.304764971821,1097.74639332789,1087.68203646984,1331.59577594449,1126.2918759066,1114.00747871715,833.940034958224,1100.77692433157,1005.35370754877
94,1,1073.16752985169,1429.53444716891,1210.49538662244,1103.77045850233,977.55142591878,1133.45364400567,1057.29518237745,970.126980023213,543.148013406257,984.91122699777,1099.15785185613,657.571918531771,709.021387356051,933.767495254458,1536.57725706422,1015.52221555126,1430.89964866469,1082.42983330026,1471.04893592863,783.828857188534
95,1,1263.10390850713,745.784915717774,1158.46459540893,952.777105193544,991.555178677345,1029.38308357353,1413.10912087167,1049.53697355229,515.068817728673,1090.48817032717,935.350457965611,524.155891625867,647.916794751065,802.74251054345,1248.45407798435,938.745034996345,917.144904408296,1482.91097467867,980.205612346492,881.719352707433
96,1,981.916629941942,836.774555489052,953.437443465935,1193.76095996346,895.607005907453,896.048715335281,1099.25322113594,1103.18801183552,984.691224868118,931.368312744322,1203.29019133911,568.442385377453,687.800222749648,724.404937584191,1123.43864265471,962.817854955413,795.846144141429,1594.78747772083,991.768172342942,989.304300781922
97,1,1098.01836050769,553.02739525511,753.959090048409,972.393076048895,1294.36437295571,761.292258748919,1159.45619449533,1173.85842358169,1133.48316979635,1016.0767364121,1340.95307047212,621.05593801624,727.923437426116,496.318688714551,1467.4585031121,882.958996567127,615.766565219968,1735.57389150382,579.686473377536,921.232857071965
98,1,909.219925137865,644.121780567408,591.497698788985,815.522461015575,938.334229370025,1275.94535839134,1002.01777103934,1223.92344905717,803.931785570941,1332.06529110248,1446.42718582071,583.443583780917,1097.9756187246,653.011052398583,969.007656736054,739.958556109987,899.141570212499,1281.97140951523,818.129221493837,951.136140925514
99,1,1001.10105387691,861.33328524068,793.728405994928,1065.63025927488,1230.73452400025,1113.33006004222,750.647824759775,1008.63171180095,947.230840187434,866.008203945102,1371.05339863051,712.836296050763,1266.03185461261,1107.74739327185,1057.98842487608,775.303612303173,1009.58155533413,1313.77650956925,842.534255554949,820.924280728346
100,1,1120.86423158029,819.97256461269,913.80266252944,1157.47578260728,927.008604710129,780.857107492992,738.441813690741,1195.76042534463,907.847476967741,866.080125904051,1246.96988791993,748.851170628298,961.823391477549,1308.67240848773,919.470432658106,973.787000330052,1166.65152921947,880.679538270471,894.424612436129,665.496320178603
